昵称,性别,所在地,时间,内容,点赞数,转发数,评论数,主页
雪妞叮叮当,女,其他,03月16日 17:33,":
     
      苹果手机
     
     iPhonex，怎么找不到pages啊！在哪查找
     
      苹果手机
     
     里面的自带软件啊 ​",0,0,0,https://weibo.cn/u/6344010958
手机用户31149162,男,河南,03月16日 17:32,":
     
      苹果手机
     
     现在质量是好了啊 以前我的6从桌子上掉下去 屏幕都干飞了 今天我的8从大概一米六的地方掉下去 咣一声 我都做好换手机的准备了 结果啥事没有[吃瓜] ​",0,0,3,https://weibo.cn/u/5820042675
慈善人杨东风,男,江苏,03月16日 17:30,":
     
      # 腾讯新闻 #
     
     《
     
      苹果手机
     
     好评率排行榜:iPhone X意外落榜/SE夺桂冠》对此，各位机友怎么看呢？请在评论区说出你的观点 来自
     
      @腾讯新闻客户端
     
     ​",0,0,0,https://weibo.cn/579711007
临沂日报,男,山东,03月16日 17:30,":
     
      #临沂身边事#
     
     【
     
      苹果手机
     
     大奖变模型 临沂商家同意换真机或折现】 “与机器‘斗智斗勇’，好不容易抽到iPhone X手机，商家却说奖品只是手机模型？！”近日，临沂市民李先生打电话反映。
     
      http://t.cn/Rn2yYxg
     
     ​",0,0,1,https://weibo.cn/u/5587382201
灰太狼言言,男,北京,03月16日 17:28,":你会活得伤！祭祀店老板说！刚看到说清明烧
     
      苹果手机
     
     怕老祖先不会用的。乔布斯已经下去教了！如果你的生活以爱情为中心……你们还瞎操心什么呀 ​",0,0,0,https://weibo.cn/u/3972019178
玉林热门,女,广西,03月16日 17:24,":
     
      #玉林爆料#
     
     【网传高速货车起火满地苹果X，真相是↓↓】3月15日上午，几个关于高速货车起火，现场
     
      苹果手机
     
     散落一地的视频网络流传。据了解，事故发生在3月15日上午10点半左右，在高支直属十四大队辖区G80广昆高速贵港段，兴业往贵港方向401公里处一大货车失火。事故发生后，消防队员和交警立即赶往现场救援，所幸事故并未造成人员伤亡。
     

     该事故导致该方向路段全面封闭，引起拥堵约9公里左右。据悉，10点50分左右道路已经恢复通行。据了解，事故车辆是一辆从深圳去往凭祥的货车，所载货物为百货，电子产品居多，其中有苹果手机及配件。目前，事故原因和造成的损失还在进一步的调查当中。
     
      http://t.cn/RnLNeic",1,1,2,https://weibo.cn/u/1953558004
推特通讯社,男,海外,03月16日 17:22,:誰是蘋果手機，發郵件來。別問我郵箱多少。就五個兌換碼。先到先得。 ​,1,0,0,https://weibo.cn/yesjiasu
青松仙阁,男,北京,03月16日 17:22,":[樱花]
     
     这段话太励志啦[开心]
     
     “这年头，
     
      苹果手机
     
     ，名牌服装，全都烂大街。最牛的炫富是什么？就是和同龄人站在一起， 你像小鲜肉，他像老土豆。林志颖对郭德纲说“再不疯狂我们就老了”..郭德纲对林志颖说：“你再不老我就疯了[偷笑][偷笑][偷笑] 北京·城南嘉园益城园 ​",1,0,0,https://weibo.cn/u/2728312025
LLy刘成,男,新疆,03月16日 17:19,":新疆区的
     
      苹果手机
     
     无法下载软件和更新软件，醉了…… LLy刘成的秒拍视频 ​",1,0,5,https://weibo.cn/u/5629095784
杨小彦921,女,山东,03月16日 17:18,":收到了，然而没有
     
      苹果手机
     
     ，手机壳没用。 ​​​
     
      @让红包飞
     

      #让红包飞#
     
     ​",4,0,2,https://weibo.cn/u/5953402029
驻马店日报,男,河南,03月16日 17:05,":
     
      #驻马店身边事#
     
     【拾金不昧受称赞】11日晚，一中年男子手捧锦旗来到驻马店西站。原来在一周前，该男子的家属将装有2900余元现金、一部
     
      苹果手机
     
     的背包遗失在驻马店西站候车室，外勤领班发现后及时联系失主，在开车前将背包送还。该旅客委托家人送来锦旗，感谢他们拾金不昧。（高雨） ​",0,1,0,https://weibo.cn/zmdrb
苹果认证维修中心,男,北京,03月16日 17:04,":最新消息，
     
      苹果手机
     
     iOS系统下一次的更新会显示电池的健康状况了 hmmm… ​",0,0,0,https://weibo.cn/u/5700502981
苹果认证维修中心,男,北京,03月16日 17:00,":就在传出新一代
     
      苹果手机
     
     即将发布的时候，有热心果粉发现，昆明的国美电器店出现了共享iPhone！经过走访，记者在顺城国美店发现了这项共享业务。顺城国美店共享手机相关负责人张先生告诉记者，共享iPhone业务的基本合约周期为一年，有两种方式可实现共享租赁，即信用卡方式、芝麻信用方式。无论以哪种方式租赁，租期都是1年（12个月）起跳，其中使用信用卡模式，264元/期，共15期，每期25天；芝麻信用模式，330元/期，共12期，每期30天（按自然月为一期）。",0,0,0,https://weibo.cn/u/5700502981
一步之遥cc,女,山东,03月16日 17:00,":同事的亲身经历
     
     用苹果手机的注意啦！
     

      http://t.cn/RnLKWrH
     
     ​",0,0,0,https://weibo.cn/739012679
围裙妈妈挑白菜,女,安徽,03月16日 16:54,":发布了头条文章：《
     
      苹果手机
     
     6、7、8系列钢化膜，【券1.1元】送指环支架，地址在文章里》
     
      苹果手机
     
     6、7、8系列钢化膜，【券1.1元】送指环支架，地址在文章里 ​",0,0,0,https://weibo.cn/leexiansheng
SWESS2010,男,其他,03月16日 16:51,":
     
      苹果手机
     
     系统升级变卡？学会这招更换系统秒变原装
     
      http://t.cn/RnLoIaf
     
     ​",0,0,0,https://weibo.cn/u/1463858084
二次游戏推荐者,男,北京,03月16日 16:51,":eStarPro战队高调入驻斗鱼第一次直播就把
     
      苹果手机
     
     当苹果赠送！(同步自
     
      @新浪看点
     
     )eStarPro战队高调入驻斗鱼第一次直播就把
     
      苹果手机
     
     当苹果赠送！ ​",0,0,0,https://weibo.cn/u/2801247767
天机不可泄露丶,女,河北,03月16日 16:38,":用
     
      苹果手机
     
     的注意了，如果你要买视频网站的VIP会员，通过电脑去买，要便宜一些 ​​​​",0,0,0,https://weibo.cn/u/6081985645
Cokefan1,女,黑龙江,03月16日 16:35,":猜谜啦自己突然想到的一个，          没有
     
      苹果手机
     
     （打一个童星名字）[doge][doge][doge]小可爱去过
     
      #爸爸去哪#
     

      #无聊谜语#
     

      @听风说你来过海
     
     ​",0,0,1,https://weibo.cn/u/5831417372
广州擎川everlar,女,广东,03月16日 16:28,":
     
      #iphoneX撒一地#
     
     据新闻报道，3月15日，广昆高速贵港段一货车起火，事故现场撒满电子产品。广西高速交警称，车上载有多种型号
     
      苹果手机
     
     ，包括iPhoneX，无人员伤亡，道路已疏通。 ​",0,0,0,https://weibo.cn/572800001
你是我的Special扁临卫,女,北京,03月16日 16:24,":【女子买两部
     
      苹果手机
     
     ，均被女同事面部解锁】 近日，江苏南京的颜女士先后买了两部iPhone X手机，却均能被一位非亲属关系的女同事面部解锁。她担心手机的安全问题。苹果店工作人员表示这是个案如不满意可退货。澎湃新闻的秒拍视频 ​",1,0,0,https://weibo.cn/u/3518097127
广伟电子商务有限公司,女,广东,03月16日 16:20,":
     
      #微博橱窗#
     

      #全网诚信通官方#
     
     多功能读卡器新款
     
      苹果手机
     
     读卡器TF/SD/USB多功能OTG读卡器批发 多功能读卡器新款
     
      苹果手机
     
     读卡器TF/SD/USB多功能OTG读卡器批发 ​",0,0,0,https://weibo.cn/u/2640319937
男神省钱衣橱,男,北京,03月16日 16:16,":【领券指南】无链接的点击图片下方【抢购】按钮
     
     苹果手机数据线充电器2.4A快充 ￥15
     
     领券拍：
     
     【15元券】微博专享限时领券 ​",1,0,0,https://weibo.cn/u/1642304275
男神省钱衣橱,男,北京,03月16日 16:16,":【领券指南】无链接的点击图片下方【抢购】按钮
     
     苹果手机数据线充电器2.4A快充 ￥15
     
     领券拍：
     
     【15元券】微博专享限时领券 ​",1,0,0,https://weibo.cn/u/1642304275
秋天南山施_yolk,女,广东,03月16日 16:08,":一款专为
     
      苹果手机
     
     设计的手机壳，除了轻薄小巧之外，它还内置了一块采用铝合金制作的放大镜子。在你照镜子时，发光板将
     
      苹果手机
     
     的闪光灯发出的光线散射开来，能够提供最适宜的光照让你始终看到镜中最美的自己。 ​",0,0,0,https://weibo.cn/u/6165919843
凉心大大大,男,浙江,03月16日 16:05,"
    
    哈尔滨客户  二个月找回[害羞]
    
     #苹果手机被偷找回#
    

     #iphone被盗找回#
    

     #iPhone被偷#
    

     #iPhone丢失#
    

     赞[1]
    

     转发[0]
    

     评论[1]
    

     收藏
    


     03月16日 16:05 来自360安全浏览",1,0,1,https://weibo.cn/u/6112581921
莀落落,女,新疆,03月16日 16:05,":
     
      @中国电信
     

      @中国电信新疆客服
     
     新疆很多用户的
     
      苹果手机
     
     平板下载更新不了软件，苹果公司客服排除了他们后台服务器的问题，说是新疆的网络有问题，请问谁可以解决，有没有人管？？？ ​",0,0,7,https://weibo.cn/u/5902637995
勤劳小白菜,女,湖南,03月16日 16:02,":【7.8】
     
      苹果手机
     
     入耳式重低音耳机 [吃瓜]   ​",0,0,2,https://weibo.cn/u/3251369185
命运之魔方,男,河北,03月16日 15:57,":[鼓掌] 面部解锁安全性存疑，市民买
     
      苹果手机
     
     10遇麻烦，同事可相互解锁！ 娱乐圈探子的秒拍视频 ​",0,0,0,https://weibo.cn/u/1885036843
wuli加了糖的砒霜,女,山东,03月16日 15:55,":今天好朋友小w突然问我:“我是不是有点丑，打开前摄像头吓死我了！！”
     

     哈哈哈哈哈哈哈我先笑一会～～
     

     我说是你手机像素太差，众所周知苹果手机相机像素本来就很垃圾！而且每个人应该都感同身受，都曾被自己的前置摄像头吓的不行～她还不依不饶的让我说实话……
     

     我怎么说？！！老娘的朋友有丑的？？自己有多好看心里没点数儿？？还整天嘚瑟说自己不好看！！
     

     咱们要追求腹有诗书气自华！气质比漂亮重要，内涵比脸蛋重要，自信比浮夸重要，灵魂比皮囊重要！
     

     我想起来我经常撒娇问樊先生，你觉得我丑不丑？他总会回答我，嗯！丑！我很生气！哪怕知道他是开玩笑，但我还是闷闷不乐了好久。怀疑自己是不是真的很丑！后来我换个方式问:“小哥哥你觉得我好不好看？”“嗯好看好看！”然后就开心了好几天。
     

     什么意思？就是说你不要太在乎别人对你的看法，你要自信，你就是最棒的！因为如果你把一个问题抛给别人，那你就失去了主动权，你就不得不在别人对你的评价中小心翼翼的维护着自己的自尊心。
     

     言者无心，听者有意。
     
     世界是自己的，与他人无关啊。
     

     我小时候就经常被嫌弃过，丑，嘴巴真大，鼻孔真大，哎呀单眼皮……自卑过好久！
     

     小w你也许也没有双眼皮，没有别人羡慕的大眼睛，没有高挺的鼻梁……可是亲爱的，身体发肤，受之父母，这是恩赐，也许是上帝嫉妒我们善良的样子，才会把我们的美貌拿走一点点，送给比我们更需要美貌的人，我们已经不需要了，因为我们已经足够完美了～对不对？
     

     我们不需要别人来评价，因为你就是你，独一无二，无可复制。
     

     [鲜花]以爱之名。共勉。",0,0,0,https://weibo.cn/u/2483473132
青儿xiaoqinger,女,四川,03月16日 15:50,":
     
      #这一刻的小时光#
     
     买个手机奖励自己买个手机奖励自己，虽然这个手机不是双卡的，但是呢，还可以现在开始语音识别系统打出来的字并不是很好，但是我相信大家还是看得懂，希望以后 出了，双卡的
     
      苹果手机
     
     ，我自己再买一个双卡的，不然现在用两个手机太麻烦了。[鄙视] ​",1,0,0,https://weibo.cn/u/2733923934
过河马前卒,男,黑龙江,03月16日 15:49,":嘴巴爱小米，手指爱iPhone
     

     雷军回应小米员工用iPhone：国内通病，华为员工也用iphone 。
     

     日前，有主持人在小米公司内部看到许多员工在使用iPhone手机而非自家的小米手机。对此，主持人询问了雷军的想法。对于主持人的提问，雷军首先表达了对iPhone的认可，“不得不承认目前
     
      苹果手机
     
     依然是世界上最好的手机”。同时，雷军也表达了不会限制用户的喜好的想法，即便是小米手机有一天做到了iPhone的高度，也不会强制要求员工使用小米手机。　另外，雷军指出，员工使用iPhone并不只是小米一家的现象，而是国内手机厂商的通病，像华为、OPPO等厂商的员工也会使用iPhone。要想避免这个问题，需要等到国产手机强大的时候。",0,0,0,https://weibo.cn/u/5332661036
